"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","ambiguity"
"2199","L1 13","gp",7,"c","!","{The_lady}",1,2227,"L1",0.5,-0.5
"2205","L1 13","gp",14,"b","!","{The_doctor_woke_himself_up}",1,3610,"L1",-0.5,0.5
"2213","L1 13","gp",8,"d","!","{The_boy}",1,1601,"L1",0.5,0.5
"2219","L1 13","gp",2,"b","!","{The_mother_dressed_herself}",1,2929,"L1",-0.5,0.5
"2230","L1 13","gp",19,"c","!","{The_basketball_player}",1,1860,"L1",0.5,-0.5
"2233","L1 13","gp",16,"d","!","{The_assistant}",1,1635,"L1",0.5,0.5
"2240","L1 13","gp",21,"a","!","{Anna_dressed_herself}",1,2238,"L1",-0.5,-0.5
"2247","L1 13","gp",11,"c","!","{The_lady}",0,1971,"L1",0.5,-0.5
"2253","L1 13","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,6909,"L1",-0.5,0.5
"2259","L1 13","gp",23,"c","!","{The_child}",1,3349,"L1",0.5,-0.5
"2263","L1 13","gp",13,"a","!","{The_girl_calmed_herself_down}",1,3211,"L1",-0.5,-0.5
"2267","L1 13","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,3984,"L1",-0.5,0.5
"2270","L1 13","gp",9,"a","!","{The_pianist_calmed_himself_down}",1,4663,"L1",-0.5,-0.5
"2273","L1 13","gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,2743,"L1",-0.5,-0.5
"2276","L1 13","gp",20,"d","!","{The_man}",1,1499,"L1",0.5,0.5
"2283","L1 13","gp",15,"c","!","{The_boy}",1,1515,"L1",0.5,-0.5
"2293","L1 13","gp",5,"a","!","{The_father_washed_himself}",1,2067,"L1",-0.5,-0.5
"2297","L1 13","gp",3,"c","!","{The_president}",1,3201,"L1",0.5,-0.5
"2304","L1 13","gp",18,"b","!","{The_father_washed_himself}",1,1635,"L1",-0.5,0.5
"2308","L1 13","gp",6,"b","!","{The_two_kids_fought_each_other}",1,2145,"L1",-0.5,0.5
"2314","L1 13","gp",17,"a","!","{The_two_men_fought_each_other}",1,3158,"L1",-0.5,-0.5
"2356","L1 14","gp",19,"d","!","{The_coach}",0,1881,"L1",0.5,0.5
"2363","L1 14","gp",11,"d","!","{The_friend}",1,1564,"L1",0.5,0.5
"2373","L1 14","gp",17,"b","!","{The_two_men_fought_the_terrorist}",0,4503,"L1",-0.5,0.5
"2381","L1 14","gp",18,"c","!","{The_father}",0,2271,"L1",0.5,-0.5
"2384","L1 14","gp",8,"a","!","{Mary_dressed_the_boy}",0,2418,"L1",-0.5,-0.5
"2391","L1 14","gp",15,"d","!","{The_boy}",1,1093,"L1",0.5,0.5
"2397","L1 14","gp",23,"d","!","{The_child}",1,1169,"L1",0.5,0.5
"2408","L1 14","gp",21,"b","!","{Anna_dressed_herself}",1,2572,"L1",-0.5,0.5
"2415","L1 14","gp",20,"a","!","{The_two_friends_met_each_other}",1,3154,"L1",-0.5,-0.5
"2418","L1 14","gp",5,"b","!","{The_father_washed_himself}",1,1435,"L1",-0.5,0.5
"2422","L1 14","gp",2,"c","!","{The_baby}",1,2564,"L1",0.5,-0.5
"2425","L1 14","gp",3,"d","!","{The_president}",1,1488,"L1",0.5,0.5
"2432","L1 14","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,3843,"L1",-0.5,0.5
"2436","L1 14","gp",13,"b","!","{The_girl_calmed_herself_down}",1,2880,"L1",-0.5,0.5
"2442","L1 14","gp",16,"a","!","{The_researcher_woke_himself_up}",1,1884,"L1",-0.5,-0.5
"2450","L1 14","gp",12,"a","!","{The_nurse_washed_the_baby}",0,2416,"L1",-0.5,-0.5
"2460","L1 14","gp",4,"a","!","{The_two_children_hugged_their_friend}",0,3812,"L1",-0.5,-0.5
"2471","L1 14","gp",10,"c","!","{The_General}",1,1749,"L1",0.5,-0.5
"2479","L1 14","gp",6,"c","!","{The_neighbour}",1,1961,"L1",0.5,-0.5
"2482","L1 14","gp",14,"c","!","{The_doctor}",0,1632,"L1",0.5,-0.5
"2489","L1 14","gp",7,"d","!","{The_lady}",1,1605,"L1",0.5,0.5
"2497","L1 14","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,5328,"L1",-0.5,0.5
"2507","L1 14","gp",24,"a","!","{The_two_actresses_met_the_director}",0,2412,"L1",-0.5,-0.5
"2518","L1 14","gp",22,"c","!","{The_coach}",1,2179,"L1",0.5,-0.5
"2539","L1 15","gp",22,"d","!","{The_coach}",1,2014,"L1",0.5,0.5
"2546","L1 15","gp",1,"c","!","{The_man}",1,1925,"L1",0.5,-0.5
"2550","L1 15","gp",19,"a","!","{The_coach_calmed_himself_down}",1,4012,"L1",-0.5,-0.5
"2558","L1 15","gp",12,"b","!","{The_nurse_washed_herself}",1,7162,"L1",-0.5,0.5
"2561","L1 15","gp",21,"c","!","{The_child}",1,7534,"L1",0.5,-0.5
"2567","L1 15","gp",24,"b","!","{The_two_actresses_met_each_other}",1,2685,"L1",-0.5,0.5
"2578","L1 15","gp",3,"a","!","{The_two_journalists_met_each_other}",1,5431,"L1",-0.5,-0.5
"2584","L1 15","gp",11,"a","!","{The_lady_woke_herself_up}",1,3589,"L1",-0.5,-0.5
"2588","L1 15","gp",4,"b","!","{The_two_children_hugged_each_other}",1,4168,"L1",-0.5,0.5
"2595","L1 15","gp",13,"c","!","{The_boy}",1,1965,"L1",0.5,-0.5
"2601","L1 15","gp",16,"b","!","{The_researcher_woke_himself_up}",1,5997,"L1",-0.5,0.5
"2612","L1 15","gp",18,"d","!","{The_baby}",1,4423,"L1",0.5,0.5
"2615","L1 15","gp",14,"d","!","{The_nurse}",1,6913,"L1",0.5,0.5
"2618","L1 15","gp",5,"c","!","{The_boy}",1,3210,"L1",0.5,-0.5
"2622","L1 15","gp",6,"d","!","{The_neighbour}",1,1863,"L1",0.5,0.5
"2626","L1 15","gp",8,"b","!","{Mary_dressed_herself}",1,8600,"L1",-0.5,0.5
"2630","L1 15","gp",10,"d","!","{The_General}",1,1798,"L1",0.5,0.5
"2636","L1 15","gp",17,"c","!","{The_terrorist}",1,2058,"L1",0.5,-0.5
"2644","L1 15","gp",7,"a","!","{The_man_woke_himself_up}",1,3262,"L1",-0.5,-0.5
"2647","L1 15","gp",23,"a","!","{The_mother_washed_herself}",1,2129,"L1",-0.5,-0.5
"2664","L1 15","gp",9,"c","!","{The_singer}",1,1669,"L1",0.5,-0.5
"2671","L1 15","gp",15,"a","!","{The_aunt_dressed_herself}",1,2129,"L1",-0.5,-0.5
"2678","L1 15","gp",20,"b","!","{The_two_friends_met_each_other}",1,2886,"L1",-0.5,0.5
"2682","L1 15","gp",2,"d","!","{The_baby}",1,1460,"L1",0.5,0.5
"2726","L1 16","gp",10,"a","!","{The_two_soldiers_fought_the_General}",0,3145,"L1",-0.5,-0.5
"2732","L1 16","gp",5,"d","!","{The_boy}",1,1414,"L1",0.5,0.5
"2739","L1 16","gp",15,"b","!","{The_aunt_dressed_herself}",1,2585,"L1",-0.5,0.5
"2742","L1 16","gp",24,"c","!","{The_director}",1,1238,"L1",0.5,-0.5
"2753","L1 16","gp",19,"b","!","{The_coach_calmed_himself_down}",1,2739,"L1",-0.5,0.5
"2757","L1 16","gp",6,"a","!","{The_two_kids_fought_each_other}",1,2701,"L1",-0.5,-0.5
"2764","L1 16","gp",12,"c","!","{The_baby}",1,1711,"L1",0.5,-0.5
"2768","L1 16","gp",18,"a","!","{The_father_washed_the_baby}",0,2181,"L1",-0.5,-0.5
"2790","L1 16","gp",3,"b","!","{The_two_journalists_met_each_other}",1,3292,"L1",-0.5,0.5
"2797","L1 16","gp",22,"a","!","{The_two_footballers_fought_each_other}",1,2463,"L1",-0.5,-0.5
"2801","L1 16","gp",7,"b","!","{The_man_woke_himself_up}",1,2421,"L1",-0.5,0.5
"2804","L1 16","gp",13,"d","!","{The_boy}",1,1511,"L1",0.5,0.5
"2807","L1 16","gp",17,"d","!","{The_terrorist}",1,1457,"L1",0.5,0.5
"2813","L1 16","gp",1,"d","!","{The_man}",1,2154,"L1",0.5,0.5
"2820","L1 16","gp",16,"c","!","{The_assistant}",1,2060,"L1",0.5,-0.5
"2838","L1 16","gp",9,"d","!","{The_singer}",1,1881,"L1",0.5,0.5
"2841","L1 16","gp",8,"c","!","{The_boy}",1,1924,"L1",0.5,-0.5
"2845","L1 16","gp",14,"a","!","{The_doctor_woke_himself_up}",1,1681,"L1",-0.5,-0.5
"2850","L1 16","gp",23,"b","!","{The_mother_washed_herself}",1,1508,"L1",-0.5,0.5
"2853","L1 16","gp",20,"c","!","{The_man}",1,1518,"L1",0.5,-0.5
"2857","L1 16","gp",2,"a","!","{The_mother_dressed_herself}",1,2282,"L1",-0.5,-0.5
"2865","L1 16","gp",21,"d","!","{The_child}",1,2631,"L1",0.5,0.5
"2871","L1 16","gp",11,"b","!","{The_lady_woke_herself_up}",1,3697,"L1",-0.5,0.5
"2878","L1 16","gp",4,"c","!","{The_two_children}",0,2881,"L1",0.5,-0.5
"2895","L1 17","gp",13,"a","!","{The_girl_calmed_the_boy_down}",0,2794,"L1",-0.5,-0.5
"2902","L1 17","gp",12,"d","!","{The_baby}",1,2216,"L1",0.5,0.5
"2905","L1 17","gp",14,"b","!","{The_doctor_woke_himself_up}",1,4621,"L1",-0.5,0.5
"2912","L1 17","gp",18,"b","!","{The_father_washed_the_baby}",0,2322,"L1",-0.5,0.5
"2915","L1 17","gp",9,"a","!","{The_pianist_calmed_the_singer_down}",0,1748,"L1",-0.5,-0.5
"2926","L1 17","gp",15,"c","!","{The_boy}",1,1594,"L1",0.5,-0.5
"2934","L1 17","gp",24,"d","!","{The_actresses}",0,2686,"L1",0.5,0.5
"2948","L1 17","gp",20,"d","!","{The_two_friends}",0,3497,"L1",0.5,0.5
"2958","L1 17","gp",8,"d","!","{The_boy}",1,2092,"L1",0.5,0.5
"2962","L1 17","gp",6,"b","!","{The_two_kids_fought_each_other}",1,2947,"L1",-0.5,0.5
"2970","L1 17","gp",21,"a","!","{Anna_dressed_the_child}",0,2517,"L1",-0.5,-0.5
"2982","L1 17","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,6188,"L1",-0.5,0.5
"2988","L1 17","gp",11,"c","!","{The_friend}",1,2335,"L1",0.5,-0.5
"2995","L1 17","gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,4460,"L1",-0.5,-0.5
"3006","L1 17","gp",3,"c","!","{The_president}",1,2691,"L1",0.5,-0.5
"3013","L1 17","gp",17,"a","!","{The_two_men_fought_each_other}",1,6982,"L1",-0.5,-0.5
"3023","L1 17","gp",7,"c","!","{The_lady}",1,1707,"L1",0.5,-0.5
"3029","L1 17","gp",5,"a","!","{The_father_washed_the_boy}",0,2027,"L1",-0.5,-0.5
"3033","L1 17","gp",16,"d","!","{The_assistant}",1,1791,"L1",0.5,0.5
"3039","L1 17","gp",19,"c","!","{The_basketball_player}",1,2995,"L1",0.5,-0.5
"3042","L1 17","gp",4,"d","!","{The_friend}",1,1622,"L1",0.5,0.5
"3045","L1 17","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,2843,"L1",-0.5,0.5
"3052","L1 17","gp",2,"b","!","{The_mother_dressed_the_baby}",0,2560,"L1",-0.5,0.5
"3055","L1 17","gp",23,"c","!","{The_child}",1,3059,"L1",0.5,-0.5
"3076","L1 18","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,2683,"L1",-0.5,0.5
"3083","L1 18","gp",23,"d","!","{The_child}",1,1388,"L1",0.5,0.5
"3087","L1 18","gp",19,"d","!","{The_basketball_player}",1,1777,"L1",0.5,0.5
"3098","L1 18","gp",15,"d","!","{The_boy}",1,1416,"L1",0.5,0.5
"3102","L1 18","gp",3,"d","!","{The_two_journalists}",0,1757,"L1",0.5,0.5
"3109","L1 18","gp",22,"c","!","{The_coach}",1,1298,"L1",0.5,-0.5
"3113","L1 18","gp",24,"a","!","{The_two_actresses_met_the_director}",0,2963,"L1",-0.5,-0.5
"3120","L1 18","gp",17,"b","!","{The_two_men_fought_each_other}",1,3588,"L1",-0.5,0.5
"3124","L1 18","gp",14,"c","!","{The_nurse}",1,1663,"L1",0.5,-0.5
"3129","L1 18","gp",12,"a","!","{The_nurse_washed_the_baby}",0,1888,"L1",-0.5,-0.5
"3136","L1 18","gp",6,"c","!","{The_neighbour}",1,1341,"L1",0.5,-0.5
"3144","L1 18","gp",16,"a","!","{The_researcher_woke_the_assistant_up}",0,4256,"L1",-0.5,-0.5
"3157","L1 18","gp",20,"a","!","{The_two_friends_met_the_man}",0,1911,"L1",-0.5,-0.5
"3161","L1 18","gp",21,"b","!","{Anna_dressed_herself}",1,3598,"L1",-0.5,0.5
"3169","L1 18","gp",5,"b","!","{The_father_washed_himself}",1,2240,"L1",-0.5,0.5
"3172","L1 18","gp",18,"c","!","{The_father}",0,2262,"L1",0.5,-0.5
"3182","L1 18","gp",11,"d","!","{The_friend}",1,1235,"L1",0.5,0.5
"3189","L1 18","gp",4,"a","!","{The_two_children_hugged_their_friend}",0,2648,"L1",-0.5,-0.5
"3192","L1 18","gp",13,"b","!","{The_girl_calmed_herself_down}",1,3059,"L1",-0.5,0.5
"3204","L1 18","gp",7,"d","!","{The_lady}",1,2371,"L1",0.5,0.5
"3208","L1 18","gp",8,"a","!","{Mary_dressed_the_boy}",0,2145,"L1",-0.5,-0.5
"3225","L1 18","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,2124,"L1",-0.5,0.5
"3228","L1 18","gp",2,"c","!","{The_baby}",1,2468,"L1",0.5,-0.5
"3231","L1 18","gp",10,"c","!","{The_General}",1,1207,"L1",0.5,-0.5
"3256","L1 19","gp",14,"d","!","{The_nurse}",1,3707,"L1",0.5,0.5
"3267","L1 19","gp",4,"b","!","{The_two_children_hugged_each_other}",1,7082,"L1",-0.5,0.5
"3275","L1 19","gp",19,"a","!","{The_coach_calmed_the_basketball_player_down}",0,7781,"L1",-0.5,-0.5
"3278","L1 19","gp",1,"c","!","{The_man}",1,3632,"L1",0.5,-0.5
"3285","L1 19","gp",21,"c","!","{The_child}",1,1513,"L1",0.5,-0.5
"3297","L1 19","gp",12,"b","!","{The_nurse_washed_the_baby}",0,3319,"L1",-0.5,0.5
"3302","L1 19","gp",17,"c","!","{The_terrorist}",1,3270,"L1",0.5,-0.5
"3306","L1 19","gp",24,"b","!","{The_two_actresses_met_each_other}",1,5509,"L1",-0.5,0.5
"3312","L1 19","gp",5,"c","!","{The_boy}",1,1845,"L1",0.5,-0.5
"3323","L1 19","gp",10,"d","!","{The_General}",1,2414,"L1",0.5,0.5
"3331","L1 19","gp",6,"d","!","{The_neighbour}",1,1791,"L1",0.5,0.5
"3334","L1 19","gp",9,"c","!","{The_singer}",1,2626,"L1",0.5,-0.5
"3344","L1 19","gp",3,"a","!","{The_two_journalists_met_each_other}",1,7099,"L1",-0.5,-0.5
"3350","L1 19","gp",11,"a","!","{The_lady_woke_herself_up}",1,5071,"L1",-0.5,-0.5
"3358","L1 19","gp",16,"b","!","{The_researcher_woke_himself_up}",1,5628,"L1",-0.5,0.5
"3361","L1 19","gp",8,"b","!","{Mary_dressed_herself}",1,4444,"L1",-0.5,0.5
"3365","L1 19","gp",7,"a","!","{The_man_woke_himself_up}",1,4687,"L1",-0.5,-0.5
"3376","L1 19","gp",20,"b","!","{The_two_friends_met_the_man}",0,5512,"L1",-0.5,0.5
"3382","L1 19","gp",18,"d","!","{The_baby}",1,1544,"L1",0.5,0.5
"3393","L1 19","gp",23,"a","!","{The_mother_washed_the_child}",0,3876,"L1",-0.5,-0.5
"3396","L1 19","gp",13,"c","!","{The_boy}",1,3460,"L1",0.5,-0.5
"3399","L1 19","gp",2,"d","!","{The_baby}",1,1695,"L1",0.5,0.5
"3406","L1 19","gp",22,"d","!","{The_coach}",1,1653,"L1",0.5,0.5
"3416","L1 19","gp",15,"a","!","{The_aunt_dressed_the_boy}",0,4442,"L1",-0.5,-0.5
"3435","L1 20","gp",13,"d","!","{The_boy}",1,1900,"L1",0.5,0.5
"3441","L1 20","gp",11,"b","!","{The_lady_woke_herself_up}",1,4455,"L1",-0.5,0.5
"3452","L1 20","gp",5,"d","!","{The_boy}",1,3538,"L1",0.5,0.5
"3455","L1 20","gp",22,"a","!","{The_two_footballers_fought_the_coach}",0,3844,"L1",-0.5,-0.5
"3463","L1 20","gp",8,"c","!","{Mary}",0,3291,"L1",0.5,-0.5
"3478","L1 20","gp",10,"a","!","{The_two_soldiers_fought_each_other}",1,5486,"L1",-0.5,-0.5
"3485","L1 20","gp",4,"c","!","{The_friend}",1,3668,"L1",0.5,-0.5
"3492","L1 20","gp",20,"c","!","{The_man}",1,971,"L1",0.5,-0.5
"3499","L1 20","gp",9,"d","!","{The_singer}",1,1675,"L1",0.5,0.5
"3507","L1 20","gp",23,"b","!","{The_mother_washed_herself}",1,4507,"L1",-0.5,0.5
"3516","L1 20","gp",12,"c","!","{The_baby}",1,2883,"L1",0.5,-0.5
"3523","L1 20","gp",24,"c","!","{The_director}",1,1706,"L1",0.5,-0.5
"3527","L1 20","gp",3,"b","!","{The_two_journalists_met_each_other}",1,9117,"L1",-0.5,0.5
"3531","L1 20","gp",7,"b","!","{The_man_woke_himself_up}",1,4077,"L1",-0.5,0.5
"3536","L1 20","gp",21,"d","!","{The_child}",1,3776,"L1",0.5,0.5
"3547","L1 20","gp",17,"d","!","{The_terrorist}",1,1085,"L1",0.5,0.5
"3554","L1 20","gp",18,"a","!","{The_father_washed_himself}",1,2775,"L1",-0.5,-0.5
"3560","L1 20","gp",6,"a","!","{The_two_kids_fought_each_other}",1,3969,"L1",-0.5,-0.5
"3567","L1 20","gp",16,"c","!","{The_assistant}",1,2114,"L1",0.5,-0.5
"3577","L1 20","gp",2,"a","!","{The_mother_dressed_herself}",1,2431,"L1",-0.5,-0.5
"3581","L1 20","gp",14,"a","!","{The_doctor_woke_himself_up}",1,2264,"L1",-0.5,-0.5
"3589","L1 20","gp",1,"d","!","{The_man}",1,1324,"L1",0.5,0.5
"3596","L1 20","gp",15,"b","!","{The_aunt_dressed_herself}",1,1537,"L1",-0.5,0.5
"3599","L1 20","gp",19,"b","!","{The_coach_calmed_himself_down}",1,3042,"L1",-0.5,0.5
"3618","L1 21","gp",9,"a","!","{The_pianist_calmed_the_singer_down}",0,2213,"L1",-0.5,-0.5
"3625","L1 21","gp",18,"b","!","{The_father_washed_himself}",1,4963,"L1",-0.5,0.5
"3632","L1 21","gp",20,"d","!","{The_man}",1,1262,"L1",0.5,0.5
"3635","L1 21","gp",13,"a","!","{The_girl_calmed_herself_down}",1,2516,"L1",-0.5,-0.5
"3641","L1 21","gp",8,"d","!","{The_boy}",1,1554,"L1",0.5,0.5
"3648","L1 21","gp",24,"d","!","{The_director}",1,961,"L1",0.5,0.5
"3655","L1 21","gp",2,"b","!","{The_mother_dressed_herself}",1,2223,"L1",-0.5,0.5
"3659","L1 21","gp",21,"a","!","{Anna_dressed_herself}",1,1436,"L1",-0.5,-0.5
"3666","L1 21","gp",19,"c","!","{The_basketball_player}",1,1525,"L1",0.5,-0.5
"3687","L1 21","gp",1,"a","!","{The_lawyer_calmed_himself_down}",1,3111,"L1",-0.5,-0.5
"3690","L1 21","gp",16,"d","!","{The_assistant}",1,1018,"L1",0.5,0.5
"3714","L1 21","gp",22,"b","!","{The_two_footballers_fought_each_other}",1,2540,"L1",-0.5,0.5
"3722","L1 21","gp",10,"b","!","{The_two_soldiers_fought_each_other}",1,2148,"L1",-0.5,0.5
"3726","L1 21","gp",15,"c","!","{The_boy}",1,1252,"L1",0.5,-0.5
"3733","L1 21","gp",4,"d","!","{The_friend}",1,958,"L1",0.5,0.5
"3737","L1 21","gp",3,"c","!","{The_president}",1,1159,"L1",0.5,-0.5
"3740","L1 21","gp",12,"d","!","{The_baby}",1,1264,"L1",0.5,0.5
"3747","L1 21","gp",23,"c","!","{The_child}",1,1147,"L1",0.5,-0.5
"3751","L1 21","gp",11,"c","!","{The_friend}",1,1291,"L1",0.5,-0.5
"3757","L1 21","gp",6,"b","!","{The_two_kids_fought_each_other}",1,1591,"L1",-0.5,0.5
"3761","L1 21","gp",5,"a","!","{The_father_washed_himself}",1,1283,"L1",-0.5,-0.5
"3764","L1 21","gp",17,"a","!","{The_two_men_fought_each_other}",1,1680,"L1",-0.5,-0.5
"3768","L1 21","gp",14,"b","!","{The_doctor_woke_himself_up}",1,2242,"L1",-0.5,0.5
"3775","L1 21","gp",7,"c","!","{The_lady}",1,1351,"L1",0.5,-0.5
"3802","L1 22","gp",2,"c","!","{The_baby}",1,2881,"L1",0.5,-0.5
"3822","L1 22","gp",5,"b","!","{The_father_washed_himself}",1,4056,"L1",-0.5,0.5
"3826","L1 22","gp",3,"d","!","{The_president}",1,2066,"L1",0.5,0.5
"3840","L1 22","gp",8,"a","!","{Mary_dressed_the_boy}",0,2205,"L1",-0.5,-0.5
"3852","L1 22","gp",9,"b","!","{The_pianist_calmed_himself_down}",1,3620,"L1",-0.5,0.5
"3859","L1 22","gp",22,"c","!","{The_coach}",1,2729,"L1",0.5,-0.5
"3867","L1 22","gp",24,"a","!","{The_two_actresses_met_the_director}",0,4198,"L1",-0.5,-0.5
"3870","L1 22","gp",12,"a","!","{The_nurse_washed_the_baby}",0,2640,"L1",-0.5,-0.5
"3875","L1 22","gp",17,"b","!","{The_two_men_fought_each_other}",1,2550,"L1",-0.5,0.5
"3882","L1 22","gp",1,"b","!","{The_lawyer_calmed_himself_down}",1,3290,"L1",-0.5,0.5
"3889","L1 22","gp",14,"c","!","{The_nurse}",1,2830,"L1",0.5,-0.5
"3893","L1 22","gp",19,"d","!","{The_basketball_player}",1,2415,"L1",0.5,0.5
"3899","L1 22","gp",10,"c","!","{The_General}",1,2173,"L1",0.5,-0.5
"3902","L1 22","gp",7,"d","!","{The_man}",0,2361,"L1",0.5,0.5
"3905","L1 22","gp",23,"d","!","{The_child}",1,1921,"L1",0.5,0.5
"3909","L1 22","gp",15,"d","!","{The_boy}",1,1936,"L1",0.5,0.5
"3912","L1 22","gp",21,"b","!","{Anna_dressed_herself}",1,3940,"L1",-0.5,0.5
"3920","L1 22","gp",16,"a","!","{The_researcher_woke_himself_up}",1,3673,"L1",-0.5,-0.5
"3930","L1 22","gp",6,"c","!","{The_neighbour}",1,1732,"L1",0.5,-0.5
